id,serie_bac,note_maths,note_sciences,note_langues,note_eco,matieres_preferees,competences,interets,environnement,metiers_vises,filiere
syn-00354,C,4,2,3,2,Physique-Chimie|Arts,Vente / negociation|Redaction / communication|Creativite / design,Entrepreneuriat / business|Art / design / audiovisuel,Mixte,Creation / design|Entrepreneur / independant,IMTICIA
syn-00355,A1,2,2,4,4,Arts|Economie / Gestion|Informatique / Technologie,Analyse de donnees / logique|Organisation / gestion de projet|Travail en equipe,Finance / comptabilite|Sciences,Mixte,Gestion / management,FIC
syn-00356,A2,2,2,5,2,Arts|Sport,Vente / negociation|Creativite / design|Electronique / bricolage technique|Travail en equipe,Agriculture / environnement|Technologie / informatique|Sciences|Sante / social,Bureau,Entrepreneur / independant,TEE
syn-00357,D,3,3,3,3,Langues etrangeres|Sport|Informatique / Technologie,Electronique / bricolage technique|Programmation|Travail en equipe|Redaction / communication,Entrepreneuriat / business|Technologie / informatique|Sciences|Tourisme / hotellerie,Atelier / usine,Gestion / management|Recherche / enseignement,EMII
syn-00358,A1,2,3,3,4,SVT|Langues etrangeres,Electronique / bricolage technique|Travail en equipe,Sante / social|Tourisme / hotellerie|BTP / construction,Bureau,Gestion / management,TEE
syn-00359,C,3,5,2,4,Mathematiques|Arts,Analyse de donnees / logique|Creativite / design|Travail en equipe,Finance / comptabilite|Agriculture / environnement|Tourisme / hotellerie,Bureau,Technique / ingenierie|Recherche / enseignement,ISAIA
syn-00360,D,4,4,3,2,Francais / Litterature|SVT|Sport,Travail en equipe|Redaction / communication,Agriculture / environnement|Sante / social|Art / design / audiovisuel,Laboratoire,Recherche / enseignement|Creation / design,PIP
syn-00361,S,3,3,3,3,Sport|Economie / Gestion,Travail en equipe|Redaction / communication|Electronique / bricolage technique|Vente / negociation,Communication / medias|Agriculture / environnement,Bureau,Gestion / management,CAA
syn-00362,L,2,3,4,3,Physique-Chimie|Mathematiques|Histoire-Geographie,Vente / negociation|Electronique / bricolage technique|Redaction / communication,BTP / construction|Agriculture / environnement|Sciences,Bureau,Creation / design,DTJA
syn-00363,C,3,2,2,2,Sport|Langues etrangeres|Physique-Chimie,Programmation|Redaction / communication,Art / design / audiovisuel|Tourisme / hotellerie,Terrain / exterieur,Gestion / management|Recherche / enseignement,TEE
syn-00364,C,4,3,2,4,Mathematiques|Histoire-Geographie|Economie / Gestion,Vente / negociation|Analyse de donnees / logique|Creativite / design,Sciences|Sante / social|Droit / justice|Finance / comptabilite,Mixte,Entrepreneur / independant|Recherche / enseignement,ISAIA
syn-00365,A2,1,3,4,3,Francais / Litterature|Physique-Chimie|Histoire-Geographie,Analyse de donnees / logique|Redaction / communication|Organisation / gestion de projet,Tourisme / hotellerie|Sciences,Terrain / exterieur,Creation / design,TEE
syn-00366,A1,4,4,3,3,Mathematiques|Informatique / Technologie|Physique-Chimie,Travail en equipe|Organisation / gestion de projet|Electronique / bricolage technique|Analyse de donnees / logique,Technologie / informatique|Sante / social|Agriculture / environnement|Finance / comptabilite,Bureau,Recherche / enseignement|Commerce / relation client,FIC
syn-00367,Technique industrielle,5,3,1,2,Physique-Chimie|Economie / Gestion,Organisation / gestion de projet|Analyse de donnees / logique|Vente / negociation|Programmation,Technologie / informatique|Finance / comptabilite,Bureau,Creation / design|Recherche / enseignement,ISAIA
syn-00368,A2,3,4,4,5,Physique-Chimie|Arts|Langues etrangeres,Vente / negociation|Creativite / design|Analyse de donnees / logique|Programmation,Droit / justice|Communication / medias|Tourisme / hotellerie|Entrepreneuriat / business,Bureau,Gestion / management|Recherche / enseignement,FIC
syn-00369,D,4,4,2,2,Mathematiques|SVT,Creativite / design|Analyse de donnees / logique,BTP / construction|Droit / justice,Mixte,Creation / design|Gestion / management,GCA
syn-00370,C,4,2,2,2,Informatique / Technologie|Mathematiques,Electronique / bricolage technique|Redaction / communication|Creativite / design,Entrepreneuriat / business|Art / design / audiovisuel,Mixte,Gestion / management|Technique / ingenierie,IGGLIA
syn-00371,S,3,3,2,3,Arts|Physique-Chimie,Electronique / bricolage technique|Analyse de donnees / logique|Creativite / design,Sante / social|Finance / comptabilite|Art / design / audiovisuel|BTP / construction,Bureau,Creation / design|Recherche / enseignement,IMTICIA
syn-00372,C,4,4,2,2,Arts|Mathematiques|Informatique / Technologie,Electronique / bricolage technique|Redaction / communication|Creativite / design,Communication / medias|Finance / comptabilite|Technologie / informatique|Art / design / audiovisuel,Atelier / usine,Recherche / enseignement|Entrepreneur / independant,IMTICIA
syn-00373,A1,1,4,3,3,Economie / Gestion|SVT,Organisation / gestion de projet|Vente / negociation,Sante / social|Finance / comptabilite|Sciences,Bureau,Recherche / enseignement|Gestion / management,FIC
syn-00374,C,4,4,4,4,Economie / Gestion|Histoire-Geographie,Vente / negociation|Electronique / bricolage technique,Tourisme / hotellerie|Technologie / informatique|Entrepreneuriat / business,Terrain / exterieur,Gestion / management,TEE
syn-00375,S,5,3,3,3,Mathematiques|Sport|Informatique / Technologie,Analyse de donnees / logique|Programmation|Electronique / bricolage technique,Agriculture / environnement|Finance / comptabilite|Sciences|Art / design / audiovisuel,Mixte,Entrepreneur / independant,ISAIA
syn-00376,S,3,3,3,4,SVT|Arts,Organisation / gestion de projet|Creativite / design,Entrepreneuriat / business|Agriculture / environnement,Bureau,Commerce / relation client|Technique / ingenierie,CAA
syn-00377,L,4,3,3,3,Francais / Litterature|Mathematiques,Analyse de donnees / logique|Creativite / design|Organisation / gestion de projet|Redaction / communication,Agriculture / environnement|Finance / comptabilite,Atelier / usine,Entrepreneur / independant|Gestion / management,FIC
syn-00378,C,3,3,2,3,Informatique / Technologie|Sport,Vente / negociation|Programmation|Travail en equipe,Sciences|Droit / justice|Finance / comptabilite|Tourisme / hotellerie,Laboratoire,Gestion / management,IGGLIA
syn-00379,C,3,4,3,2,Sport|Arts|Francais / Litterature,Travail en equipe|Redaction / communication|Electronique / bricolage technique,Droit / justice|Agriculture / environnement|Art / design / audiovisuel,Terrain / exterieur,Recherche / enseignement|Gestion / management,DTJA
syn-00380,D,3,3,3,3,Informatique / Technologie|Arts,Creativite / design|Electronique / bricolage technique|Vente / negociation,Art / design / audiovisuel|BTP / construction|Technologie / informatique|Finance / comptabilite,Terrain / exterieur,Entrepreneur / independant|Creation / design,IMTICIA
syn-00381,Technique genie civil,3,3,4,3,Informatique / Technologie|Economie / Gestion,Electronique / bricolage technique|Vente / negociation|Creativite / design,Sciences|Technologie / informatique|Entrepreneuriat / business|Tourisme / hotellerie,Mixte,Commerce / relation client|Entrepreneur / independant,CAA
syn-00382,A2,3,1,3,2,SVT|Arts|Mathematiques,Creativite / design|Analyse de donnees / logique,Agriculture / environnement|Sante / social|Sciences,Mixte,Technique / ingenierie|Commerce / relation client,CAA
syn-00383,D,4,2,2,3,Economie / Gestion|Histoire-Geographie,Vente / negociation|Organisation / gestion de projet|Travail en equipe,Entrepreneuriat / business|Art / design / audiovisuel|Finance / comptabilite|Agriculture / environnement,Terrain / exterieur,Entrepreneur / independant|Creation / design,CAA
syn-00384,S,4,4,3,3,Physique-Chimie|SVT,Analyse de donnees / logique|Programmation|Electronique / bricolage technique,BTP / construction|Communication / medias,Mixte,Entrepreneur / independant|Recherche / enseignement,EMII
syn-00385,C,5,5,3,5,Informatique / Technologie|Francais / Litterature,Electronique / bricolage technique|Redaction / communication,Technologie / informatique|Finance / comptabilite,Mixte,Technique / ingenierie,ESIIA
syn-00386,Technique genie civil,3,3,4,3,Informatique / Technologie|Sport,Organisation / gestion de projet|Travail en equipe,Technologie / informatique|BTP / construction|Tourisme / hotellerie,Mixte,Technique / ingenierie|Entrepreneur / independant,TEH
syn-00387,Technique industrielle,5,4,3,3,Physique-Chimie|Sport|Arts,Travail en equipe|Organisation / gestion de projet|Redaction / communication|Electronique / bricolage technique,Technologie / informatique|Entrepreneuriat / business,Terrain / exterieur,Entrepreneur / independant|Gestion / management,ESIIA
syn-00388,S,3,5,5,3,Sport|Informatique / Technologie,Travail en equipe|Creativite / design|Programmation,BTP / construction|Technologie / informatique|Communication / medias|Droit / justice,Bureau,Commerce / relation client|Gestion / management,IMTICIA
syn-00389,S,2,4,3,2,Economie / Gestion|SVT,Travail en equipe|Vente / negociation|Organisation / gestion de projet|Redaction / communication,Agriculture / environnement|Sciences|Finance / comptabilite,Atelier / usine,Recherche / enseignement,AEE
syn-00390,S,4,1,4,3,Langues etrangeres|SVT,Analyse de donnees / logique|Redaction / communication|Electronique / bricolage technique,Communication / medias|Sante / social|Sciences,Mixte,Recherche / enseignement|Creation / design,ISAIA
syn-00391,L,3,2,4,2,Sport|Arts,Creativite / design|Travail en equipe,Finance / comptabilite|BTP / construction|Art / design / audiovisuel|Technologie / informatique,Atelier / usine,Commerce / relation client|Recherche / enseignement,TEH
syn-00392,D,4,4,2,3,Arts|SVT|Sport,Creativite / design|Travail en equipe|Electronique / bricolage technique,Communication / medias|Sciences|Sante / social,Bureau,Recherche / enseignement|Commerce / relation client,PIP
syn-00393,S,3,3,3,2,Mathematiques|Sport|Informatique / Technologie,Programmation|Electronique / bricolage technique|Travail en equipe,Sciences|Technologie / informatique,Bureau,Technique / ingenierie|Gestion / management,IGGLIA
syn-00394,A2,2,2,3,3,Physique-Chimie|Langues etrangeres|Economie / Gestion,Vente / negociation|Electronique / bricolage technique|Organisation / gestion de projet|Analyse de donnees / logique,Sciences|Agriculture / environnement,Mixte,Gestion / management|Entrepreneur / independant,EMP
syn-00395,S,3,4,4,4,SVT|Langues etrangeres|Histoire-Geographie,Redaction / communication|Travail en equipe|Vente / negociation|Creativite / design,Sante / social|Communication / medias|Tourisme / hotellerie|Droit / justice,Terrain / exterieur,Commerce / relation client,TEH
syn-00396,Technique genie civil,3,3,3,2,Arts|Langues etrangeres|Economie / Gestion,Electronique / bricolage technique|Redaction / communication|Creativite / design|Vente / negociation,Entrepreneuriat / business|Sante / social|Tourisme / hotellerie,Atelier / usine,Creation / design|Recherche / enseignement,CAA
syn-00397,Technique genie civil,3,5,2,4,Arts|SVT|Histoire-Geographie,Vente / negociation|Travail en equipe|Redaction / communication|Creativite / design,Sciences|Tourisme / hotellerie|Agriculture / environnement|Sante / social,Mixte,Gestion / management,TEE
syn-00398,D,4,2,3,1,Mathematiques|Economie / Gestion,Creativite / design|Analyse de donnees / logique|Vente / negociation|Organisation / gestion de projet,Sciences|Finance / comptabilite|Sante / social,Atelier / usine,Commerce / relation client|Entrepreneur / independant,ISAIA
syn-00399,C,4,3,5,5,Arts|Francais / Litterature|Langues etrangeres,Redaction / communication|Analyse de donnees / logique|Creativite / design|Organisation / gestion de projet,Droit / justice|Sante / social|Tourisme / hotellerie|Communication / medias,Mixte,Creation / design|Gestion / management,TEH
syn-00400,C,3,3,3,2,Histoire-Geographie|Economie / Gestion,Travail en equipe|Vente / negociation|Analyse de donnees / logique|Creativite / design,Art / design / audiovisuel|Finance / comptabilite,Laboratoire,Entrepreneur / independant,ISAIA
syn-00401,D,3,3,2,4,Sport|SVT,Creativite / design|Travail en equipe|Analyse de donnees / logique,Agriculture / environnement|Sante / social,Mixte,Recherche / enseignement,AEE
syn-00402,D,5,2,4,3,Mathematiques|Sport,Analyse de donnees / logique|Programmation|Travail en equipe|Organisation / gestion de projet,Finance / comptabilite|Entrepreneuriat / business|Agriculture / environnement|Sciences,Terrain / exterieur,Gestion / management,ISAIA
syn-00403,D,3,4,3,4,Physique-Chimie|Sport,Programmation|Creativite / design|Redaction / communication|Travail en equipe,Tourisme / hotellerie|BTP / construction|Droit / justice|Sciences,Atelier / usine,Commerce / relation client,TEH
syn-00404,A2,2,2,3,4,Arts|Informatique / Technologie,Programmation|Electronique / bricolage technique|Creativite / design,Sante / social|Art / design / audiovisuel,Laboratoire,Entrepreneur / independant|Recherche / enseignement,DTJA
syn-00405,D,3,4,2,3,Arts|Mathematiques,Analyse de donnees / logique|Creativite / design|Vente / negociation|Organisation / gestion de projet,Communication / medias|Art / design / audiovisuel|Sciences,Bureau,Gestion / management,ISAIA
syn-00406,D,2,4,2,3,Histoire-Geographie|Economie / Gestion,Programmation|Travail en equipe|Organisation / gestion de projet|Creativite / design,Sciences|Droit / justice|Agriculture / environnement|Tourisme / hotellerie,Laboratoire,Commerce / relation client,ICMP
syn-00407,A1,3,4,4,4,Histoire-Geographie|Sport,Travail en equipe|Electronique / bricolage technique|Organisation / gestion de projet,Droit / justice|Communication / medias|Sciences,Laboratoire,Entrepreneur / independant|Creation / design,DTJA
syn-00408,L,2,2,4,2,Mathematiques|Arts|SVT,Analyse de donnees / logique|Organisation / gestion de projet|Programmation|Travail en equipe,Sciences|Communication / medias|Finance / comptabilite,Mixte,Gestion / management|Creation / design,EMP
syn-00409,C,4,3,3,3,Physique-Chimie|Histoire-Geographie,Electronique / bricolage technique|Analyse de donnees / logique|Vente / negociation,Droit / justice|BTP / construction|Sciences|Finance / comptabilite,Terrain / exterieur,Entrepreneur / independant,ISAIA
syn-00410,Technique genie civil,4,3,3,4,Histoire-Geographie|SVT,Analyse de donnees / logique|Travail en equipe,Sciences|Entrepreneuriat / business,Laboratoire,Commerce / relation client,CAA
syn-00411,Technique industrielle,3,4,4,3,Sport|Langues etrangeres|SVT,Redaction / communication|Travail en equipe|Analyse de donnees / logique|Organisation / gestion de projet,Communication / medias|Droit / justice|Tourisme / hotellerie,Mixte,Creation / design,TEH
syn-00412,C,3,5,4,3,Arts|SVT,Creativite / design|Redaction / communication|Electronique / bricolage technique,Sante / social|Art / design / audiovisuel|Finance / comptabilite,Atelier / usine,Recherche / enseignement,PIP
